frame,time_ms,plasma_current_a_boundary,p_persistence_nrmse,p_prior_nrmse,p_posterior_nrmse,ff_persistence_nrmse,ff_prior_nrmse,ff_posterior_nrmse,joint_persistence_nrmse,joint_prior_nrmse,joint_posterior_nrmse,innovation_prior_rms,innovation_posterior_rms,asymmetry_target,asymmetry_prior,asymmetry_posterior,asymmetry_prior_beta_p,asymmetry_prior_li,asymmetry_posterior_beta_p,asymmetry_posterior_li,asymmetry_sigma,asymmetry_inboard_radius_m,asymmetry_outboard_radius_m,asymmetry_log_temperature_mismatch,widened_channels
108,2460.0,1193420.591711998,0.8967558007910748,0.8967558007910748,0.8749131945169558,0.7888797022346097,0.624922391788278,0.6313968214990457,0.8445419323071556,0.7728838729106798,0.7629334978027122,0.7016752587515847,0.7012611365086755,0.6588837837151259,0.6100175184152121,0.5962087560043008,0.1257089617900258,0.9686171132503726,0.13424131535885858,0.9239348812908844,0.16760640904600277,1.6717000007629395,1.989400029182434,0.17066285339410037,0
115,2600.0,1187673.4001636505,1.440958745920403,1.440958745920403,1.4304149537178017,1.1059651516484514,0.9043981589982714,0.9075162452347867,1.2844300339265822,1.2029750906490049,1.1978465417541067,0.4594947209658091,0.4592124971902887,0.6588837837151259,0.6309409995976523,0.6197649385623178,0.14414592193091624,0.9735901553334719,0.15380737146610488,0.9319151341924259,0.15113431354227935,1.6717000007629395,1.989400029182434,0.12359972338346203,1
122,2740.0,1195686.8102550507,1.277331524915729,1.277331524915729,1.2600125965641928,0.9799594553394017,0.7861595971060028,0.7900587985711715,1.138397197522165,1.0605712462313446,1.0516236609881318,0.5263733861276029,0.5252535131034555,0.718482885203296,0.6240949009570453,0.6138800074586972,0.1380773656726953,0.9720350705687002,0.14640809231527874,0.9349438302868369,0.1677649317411617,1.6717000007629395,2.016199827194214,0.1711157753802688,1
129,2880.0,1188290.1725769043,1.030369476737234,1.030369476737234,1.0139359044275829,0.8011415285639047,0.6071173082111929,0.6113387063511158,0.9229000507588758,0.8456514307092982,0.8371980148598168,0.6783778796064348,0.6780727381970691,0.5503589822992616,0.6343965300383195,0.6248652976064938,0.1484837161698978,0.9718256277368434,0.1570971289515746,0.9355363373098383,0.16443257848543807,1.6717000007629395,1.9405999183654785,0.11289127331892423,1
136,3020.0,1169539.2708778381,1.0244194069377976,1.0244194069377976,0.9998419674647195,0.8145737856887788,0.6352638826550481,0.6406951797257621,0.9254635524001303,0.8523483213794568,0.8396946686824764,0.8368494863142927,0.829660297393704,0.5503589822992616,0.6408181266929445,0.6309846765613318,0.1553828719966841,0.9708705093925207,0.16546659007897066,0.9310361729647223,0.15323849638766487,1.6717000007629395,1.9405999183654785,0.08422377090247402,2
144,3180.0,1196476.334452629,1.0609912555812515,1.0609912555812515,1.041373108198347,0.8198893937313795,0.6199103316128382,0.6249324119000526,0.9481352916048136,0.868904846246187,0.8587777564428131,0.6591346547939356,0.6586640847476192,0.5503589822992616,0.6553666688337809,0.6464466444184394,0.16937590826845747,0.971981521130647,0.1800816757988112,0.9327299372392562,0.1701551317161759,1.6717000007629395,1.9405999183654785,0.12754645514960572,1
151,3320.0,1185318.7628984451,0.8710979875864084,0.8710979875864084,0.8435002560075836,0.703028515523745,0.5401734512693601,0.5458044776427684,0.7915367324441145,0.7247755036676331,0.7104207238319257,0.5771484377570395,0.5758734570449909,0.6588837837151259,0.6526741096542188,0.6441094201318682,0.16771180017441406,0.9699246189596096,0.17829670768939923,0.9316254248849379,0.14565006525159155,1.6717000007629395,1.989400029182434,0.1079304425529255,1
158,3460.0,1192707.8796625137,0.959721126413594,0.959721126413594,0.9374571452973944,0.761815091653367,0.5731677379493407,0.578757559212473,0.8664372090219249,0.7904384531102159,0.7790334433176536,0.5896414476724744,0.5890227502829287,0.5503589822992616,0.6577220868708265,0.6490478394245437,0.17220108632264586,0.9710420010963612,0.18247397487953432,0.9331477290900188,0.15241435993314406,1.6717000007629395,1.9405999183654785,0.08211319733377032,1
165,3600.0,1187177.2476434708,0.8051139840479467,0.8051139840479467,0.7774176199386489,0.6413264478878187,0.48147072239321026,0.4882912036612678,0.7278420639362513,0.6633334696181842,0.6491557807506775,0.6609379307081756,0.6589081143401905,0.5503589822992616,0.6615580432593702,0.6528118587211371,0.17672906327681798,0.9696579599651044,0.18750020128657127,0.9306233148691316,0.16731064194566228,1.6717000007629395,1.9405999183654785,0.12026185453139249,2
172,3740.0,1185641.7770385742,0.9518091003970435,0.9518091003970435,0.929871881072844,0.7684783627846952,0.5669842519563749,0.5721553665315466,0.865014322906527,0.7833938044065575,0.772017965678519,1.1593543864455746,1.1448097139696871,0.5503589822992616,0.6680764815768011,0.6584649144669409,0.18224237553330705,0.9716682120869881,0.19552311816120946,0.9258835926114629,0.14358179598848383,1.6717000007629395,1.9405999183654785,0.05949342860102469,2
179,3880.0,1195731.5598726273,0.9738425954500891,0.9738425954500891,0.9517816934413549,0.7753375097566876,0.5732278533488624,0.5783929095226941,0.8802038555779756,0.7990493015352403,0.7875362689286826,0.5729647822013895,0.5728528548419296,0.6588837837151259,0.6736090872238633,0.6650292903493049,0.18771178489677776,0.971794604654171,0.20072580282783947,0.9286069750429309,0.15162701313899912,1.6717000007629395,1.989400029182434,0.12500743651694712,0
187,4040.0,1181790.5288934708,0.8946707108894687,0.8946707108894687,0.8623706970869232,0.7087022200906911,0.5228869472809139,0.5290992800095062,0.8070608767884061,0.7327504488433358,0.7154122123995241,1.2715405926732803,1.257842865956061,0.6588837837151259,0.6670819893132985,0.6577722600673873,0.18177357693761031,0.9706168247513765,0.1964936221801,0.9225572757745746,0.1276838442310305,1.6717000007629395,1.989400029182434,0.05659838249417959,0
194,4180.0,1190504.8294067383,1.0535690421342987,1.0535690421342987,1.0266567887470086,0.8859962283818633,0.6858421485956644,0.6893466091357936,0.9733953573062363,0.8889283377567905,0.8744206394543007,1.2759814708272386,1.2162702438956452,0.5503589822992616,0.691420439474833,0.6835434136319376,0.20497352870151456,0.9728938215466368,0.22767012671685438,0.9117465738301664,0.15889303113495684,1.6717000007629395,1.9405999183654785,0.0987047606894027,2
201,4320.0,1181756.5857172012,0.873639130285285,0.873639130285285,0.8357101100229397,0.6938090262626616,0.4969465612818107,0.5022398207456481,0.7888651009168715,0.7107043037492616,0.6894404345326631,0.5142094189182775,0.5134787494028222,0.718482885203296,0.6767610741584296,0.6678694092567034,0.19121042522902978,0.9711012978587996,0.2110734828738768,0.9135918527656531,0.15540852444558906,1.6717000007629395,2.016199827194214,0.13581175453577554,1
208,4480.0,1190301.3397455215,0.9070767142577921,0.9070767142577921,0.8672867520974478,0.7077354440020439,0.5109691346346634,0.5176919148676729,0.8135347639300617,0.736164934677688,0.7142097832860796,0.9337284767339356,0.9304976651337136,0.5503589822992616,0.6837671585404395,0.6748134471591575,0.19821074659175272,0.9711128238973734,0.21880973474210644,0.9120074248341021,0.12839895317621788,1.6717000007629395,1.9405999183654785,0.020610903065875874,2
215,4620.0,1190052.26957798,0.9216827543148731,0.9216827543148731,0.88684823795117,0.7415183091695181,0.5404387644634051,0.5453102192250104,0.8364653317487437,0.7555041885179005,0.7361599800139654,0.5188089493835448,0.5178081874822785,0.718482885203296,0.6866268307767249,0.6787825679334057,0.20075719768819927,0.9717392661770512,0.2208802147627879,0.9158047063412357,0.12473785471945864,1.6717000007629395,2.016199827194214,0.048181269603974286,1
222,4760.0,1189877.1592378616,0.8303466877779716,0.8303466877779716,0.7889542848938748,0.6588963353311069,0.4768404671985268,0.4833871604518033,0.7495398597194851,0.677071803083675,0.654259891229037,0.7589821237746084,0.7554826070563527,0.5503589822992616,0.6772956607411157,0.667985333087556,0.19214023703204983,0.9703108474181317,0.2110720332995,0.9138265995761121,0.16926101529792761,1.6717000007629395,1.9405999183654785,0.125256666281091,2
230,4920.0,1191517.464518547,0.7922440011477008,0.7922440011477008,0.7477427046379597,0.6139566737973479,0.4371357359290785,0.4448454060743802,0.7087289166722426,0.6398195874544539,0.6152262135364402,0.9350268740301759,0.9279124680737778,0.5503589822992616,0.6808213320965244,0.6712674408540413,0.1958448753539303,0.9699529134851882,0.2158837761652032,0.9107673293776761,0.14083380113825383,1.6717000007629395,1.9405999183654785,0.052455946802938413,2
237,5060.0,1189922.000169754,0.7459123937885238,0.7459123937885238,0.7123299075456846,0.6217757740885533,0.4183748378657682,0.4240512046277337,0.686655085341522,0.6047407726317673,0.5861882467818148,0.4444504499724235,0.4435387647383307,0.5503589822992616,0.6923172749969229,0.6839735623095993,0.20705916166240484,0.9705162266690361,0.22753914611863313,0.9128688323819323,0.1637568997918916,1.6717000007629395,1.9405999183654785,0.11116089289015818,2
244,5200.0,1189878.4531354904,0.7388908182589,0.7388908182589,0.7018932589053513,0.5955089967726293,0.3972613819968942,0.4051556308199064,0.6710404632153154,0.5932015875456627,0.5730642337826758,0.972849470998319,0.967649840162941,0.4889804945247621,0.6847469756796335,0.6746105577700576,0.1995468883832152,0.9704001745928366,0.2192338955986429,0.9107533243428294,0.16006838478749247,1.6717000007629395,1.9129999876022339,0.0596397717637025,2
251,5340.0,1181874.0767240524,0.7183689504629667,0.7183689504629667,0.6779035711479617,0.5857295958029826,0.406715138108043,0.41531715949323694,0.6554132697728928,0.583725600156233,0.5621572710303988,0.7128532887140295,0.710175546821274,0.5503589822992616,0.6755480785397372,0.6640118764325798,0.19055942731797615,0.9699773024435221,0.2087210157202956,0.9105817214245684,0.172221647071397,1.6717000007629395,1.9405999183654785,0.13283870094716121,1
258,5480.0,1183545.1049804688,0.3469690711726768,0.3469690711726768,0.3077808499925735,0.3324419554926759,0.135870974710266,0.1438580051327219,0.3397831588838861,0.2634847795596055,0.24023340448709174,0.99757305871329,0.9929274235150598,0.4889804945247621,0.6771653560688773,0.6656960123974583,0.1931488704239509,0.9680329712898528,0.2123571319221409,0.9066777609506349,0.1529877726798635,1.6717000007629395,1.9129999876022339,0.04336785168384516,1
265,5620.0,1185146.0418701172,0.396164222944511,0.396164222944511,0.34724511574979877,0.3069105591015959,0.22849352114598795,0.2377209989321791,0.354358704443169,0.32338474047712906,0.2975654917370328,0.9417000364938497,0.9397202706574876,0.4889804945247621,0.66577440994396,0.6528403521526274,0.18246324403858505,0.9666223318107497,0.2002103822844957,0.9052599397362633,0.17492388711134804,1.6717000007629395,1.9129999876022339,0.09377912905167829,2
273,5780.0,1179029.8690795898,0.4666543181323395,0.4666543181323395,0.43285763253748677,0.39716223895658426,0.45568593338172636,0.45962911884107277,0.4333036445061163,0.4612027333578661,0.44644409332668905,0.5719875504455613,0.5706825285410737,0.4127017674440721,0.6516611416686965,0.6370409471695228,0.169607002633081,0.964108278071231,0.18518155439903403,0.9037187855409774,0.19526137880446431,1.6717000007629395,1.8786998987197876,0.076731070285879,2
280,5920.0,1188734.269618988,0.43999705961651836,0.43999705961651836,0.41885340511757857,0.397291649144432,0.5073255686294132,0.5087880941437524,0.41918854167968644,0.4748561071821334,0.46599543974218366,0.7491973307301516,0.7481313696464075,0.2801597579516252,0.6401164197285553,0.6246309128543297,0.1585880351818617,0.9630567690933871,0.17277216043950422,0.9037175048296509,0.2901864460233678,1.6717000007629395,1.819100022315979,0.09915395515070546,1
287,6060.0,1174134.0453624725,0.52185916191865,0.52185916191865,0.5146317530921586,0.6563946097145446,0.7689525464890797,0.7714276986738886,0.5929548332464898,0.6571244188243487,0.6557234689913121,0.7105951062790131,0.7094866125756707,0.2801597579516252,0.6104985245677561,0.5918933654776766,0.1295136044048304,0.9619698403258513,0.13994752865387303,0.903891673647607,0.23495395131521327,1.6717000007629395,1.819100022315979,0.02161804171822812,2
